ref_hash,obj
4946678655292834790_st,237822.953125
494668348905771004_st,70660.6484375
4947545713261828990_st,165172.296875
4948221061199546400_st,50295.96484375
4950639428060226886_st,100030.1953125
4952053174181324973_st,237822.953125
4953383275260337608_st,71734.9296875
4954581807538339180_st,117113.1796875
4956843730975995594_st,238717.390625
4958058886534967042_st,26940.294921875
4959027575643501840_st,237822.953125
49591970029123894_st,78205.4375
4961238909640078692_st,9471.1416015625
4961596858016685335_st,79294.96875
4968416881909675820_st,237822.953125
4972801786087551783_st,237047.703125
4974058964008387726_st,47584.0234375
4975145232887386648_st,237822.953125
4975333327723114772_st,57283.625
4977715539550458250_st,143442.890625
4977906701714423727_st,74358.1953125
4978230376883954158_st,100471.6328125
4979636887623515466_st,78205.4375
4980605433966930269_st,97848.921875
498351652075671417_st,7565.44384765625
4989797956222745564_st,100749.4921875
4990302021860732959_st,150068.953125
4994230219390082849_st,153544.71875
4996932759331538057_st,90948.40625
4997673988298668056_st,80175.6796875
500164769200007568_st,32430.28125
500192336790935311_st,20961.345703125
5006421103598952873_st,24261.0546875
5006731738589157428_st,111533.15625
5006955800227417272_st,26464.01953125
5008360162798181603_st,48948.75
500934841735997906_st,15067.078125
5009690184446450567_st,28171.234375
5011826404007241726_st,101105.3984375
5015406844713768918_st,87135.9765625
5016703461533017685_st,79338.1171875
5018904329469601360_st,198851.921875
5021085453906673234_st,43099.01171875
502118912644370977_st,46934.7890625
5022443411411832773_st,37558.0234375
5023910857692699240_st,118721.3203125
5024164629884596931_st,78372.96875
5024372851519324090_st,28717.8828125
5025573551139106408_st,76206.1953125
5026284811030541443_st,97243.3671875
5030813819381743372_st,41673.0234375
5031201471724871823_st,37899.28515625
5035626110860124948_st,11339.33203125
5035730567789184076_st,436.5673828125
5039468786531471295_st,18412.54296875
5044363217163938175_st,43495.828125
5046265819538538268_st,89465.9765625
5046643095986031836_st,238717.390625
5046970725598492411_st,75920.7890625
5048253995508423568_st,237822.953125
5050333065741075742_st,31149.306640625
5051062186658844309_st,16747.65625
5051169070956723139_st,30317.77734375
5055570130568681275_st,97817.2890625
5056068716595585442_st,16663.763671875
5059280408970242265_st,61363.5078125
5059601479092038056_st,69556.6015625
506138295905295078_st,39341.3828125
5061447718146995026_st,82691.75
5061890494737887237_st,249022.46875
5062567736174821016_st,22683.189453125
5063222276072185736_st,64053.12890625
5063981189868851975_st,238323.078125
5065019949561667308_st,136881.109375
5068444980053381457_st,26654.830078125
5071811184393337770_st,18307.15234375
5074539293732932621_st,37240.2265625
5074924514692638806_st,101647.265625
5075112920212090943_st,18398.19921875
5077950948310496727_st,103020.734375
5079703705564650363_st,45457.5390625
5082430696394071513_st,44562.2890625
5086374354669881775_st,53024.66796875
5088381169219110333_st,133742.96875
5089419333461607371_st,238021.078125
5089675386223300819_st,10441.2060546875
5091846565103907393_st,88335.453125
5092169856656831679_st,55229.69921875
5092702736558757255_st,237822.953125
5093608465134642371_st,69615.375
5098412084800034020_st,31556.1328125
5099915472916451198_st,127663.2578125
5101110415309179557_st,49051.046875
5102619722744037067_st,79221.5390625
5103762326722240678_st,98716.7578125
5104156502552985909_st,140639.921875
510507572335077339_st,89207.40625
5107898545038356404_st,238164.75
5109805298972218272_st,53570.5703125
5111279142161267389_st,237822.953125
5111646181078449868_st,46275.7265625
5113141957158646540_st,106076.0859375
5114007877728964645_st,32215.580078125
5115044243016772473_st,152532.984375
5118804773256580207_st,138063.734375
5118892069289959253_st,236776.15625
5120721059240591549_st,44892.99609375
5121090773348427986_st,199580.5625
5127056785004318760_st,44683.71484375
5127459717820100160_st,31187.265625
5127479630337912120_st,27624.76953125
5129248776093743603_st,26407.634765625
5131103699672915512_st,67434.9609375
5132986237901516942_st,165358.390625
5136569194377878686_st,12066.2060546875
5137372257501700803_st,237822.953125
513753942307216295_st,81719.140625
5143199160905041886_st,99215.3671875
5158500194177234778_st,109150.5546875
516170505072462324_st,92050.5
5161967563069442460_st,29534.134765625
5162154166755135006_st,237822.953125
5164062267447535007_st,84451.6875
5166800699884539330_st,120467.6796875
5167282858363613882_st,225232.546875
5169830093177861106_st,85846.8984375
5179311743924492184_st,132281.3125
5179460799348447291_st,100294.3984375
5181065197180433532_st,114671.3359375
518304251441462926_st,52362.12109375
5192000229056968655_st,101132.875
5193327148744589142_st,132360.34375
5196348913932893251_st,124047.1484375
519660545549036661_st,52151.96484375
5196837944591628703_st,21554.224609375
5200477773471916939_st,18496.224609375
5200598067821036412_st,19495.271484375
5202465799203077309_st,237822.953125
5204554053705751511_st,22308.345703125
5205586157755619683_st,102421.5625
5206030143704459848_st,44755.59375
5206379289156169140_st,131442.890625
5206721223673406823_st,121432.75
5207585253391467734_st,43768.015625
5208157685279319362_st,6355.56640625
5211810355146264139_st,33208.69921875
5212233870145909176_st,56046.98828125
5215209598172266633_st,51192.89453125
5217239294736395877_st,105418.671875
5218827294708263544_st,249022.46875
5221351565564037250_st,237822.953125
5221950759102509564_st,24923.83203125
5223941517379111647_st,238172.21875
5224300518658405294_st,84131.953125
5224990598512702478_st,237822.953125
5229574803273661894_st,31230.15234375
523237605133411052_st,2260.396240234375
5235362067815636529_st,221274.671875
5242304965606660952_st,88633.4921875
5242969563398081245_st,239129.453125
5243800527808676999_st,26820.98828125
524793089399067962_st,149199.828125
524799972247761297_st,70040.4140625
5248935332152970041_st,155368.390625
5252972378165748188_st,28953.84765625
525318242047372684_st,40124.94140625
5254327134076637776_st,20893.3125
5255010583048274671_st,73680.609375
5255072394890388557_st,74188.75
5258842258872645907_st,31061.21484375
5266169147955698383_st,96131.171875
5266493675053725809_st,100504.484375
5267114482254994688_st,113603.8984375
5267197466831930866_st,99169.9375
5267808442002258376_st,140210.34375
527196299833896114_st,41437.3828125
5274020090795950222_st,92792.6171875
5276978668398740839_st,68956.296875
5277166594696329497_st,28579.87109375
5278192561092159608_st,237822.953125
5280663779574227481_st,107477.8671875
5282760410359352581_st,239178.125
5287706524212621791_st,8039.29150390625
5291855687851989534_st,53273.5
5293394177896852678_st,237822.953125
5294934506345004791_st,245804.28125
5295362818707156342_st,131068.359375
529659873275777170_st,237822.953125
529957280949946515_st,12014.591796875
5301645667154221766_st,238717.390625
5302322378362778747_st,104391.484375
5302547432591888169_st,137342.484375
5302724189003417551_st,237822.953125
5304478747673484771_st,237756.40625
5307405432134462055_st,21852.041015625
5309915027850265630_st,64422.01953125
5315594811974766960_st,40124.94140625
5316937796331375738_st,157023.140625
5324936402725168650_st,8548.1494140625
5326183343939597882_st,52246.125
532699287161425684_st,84121.3359375
5330187223244658262_st,29884.365234375
5331732953043597071_st,237822.953125
533275838259173071_st,62814.953125
5332928866496970703_st,102744.2265625
5335760879211306022_st,63198.4453125
5337632294745757642_st,39246.421875
5338523187838873648_st,237822.953125
5339133752977962130_st,5729.642578125
534193216784247018_st,238172.21875
5344825418567777324_st,60453.17578125
5347274020996871275_st,31458.388671875
5347565818373060274_st,29109.091796875
5351331170749352269_st,55979.59765625
535212386562275466_st,72444.890625
5352612217802971100_st,63754.69140625
5352958510811119873_st,16450.109375
5352962120514576625_st,45558.84765625
5353424131291449266_st,23377.787109375
5353510109172151114_st,90714.4140625
5355946870517726536_st,110726.71875
5356303701737508341_st,238029.78125
5358239140997978269_st,139236.046875
5361507735662548946_st,27812.900390625
5361842598269972460_st,110801.5390625
5364527629036655123_st,6965.53271484375
5365423294669820955_st,60376.73046875
5365592665596405618_st,30028.953125
5366488499429068339_st,82327.7734375
5367508986627108469_st,28766.630859375
5367920542605833333_st,45416.25390625
5371311110922630243_st,72336.1953125
5377186748653713723_st,13825.7021484375
537849778662027766_st,66299.8359375
5379359195146418407_st,36842.54296875
5380541768258958437_st,74138.90625
5381721025385321185_st,12337.779296875
5384212619390858603_st,75148.6328125
5389966400737167792_st,69556.6015625
5393498676842435994_st,149342.84375
5396007106662053334_st,101566.890625
5403777406729719142_st,129141.1484375
5404068131404021716_st,17555.8671875
5409190352929330686_st,99328.453125
5410993814522670725_st,237822.953125
5411283469699304611_st,3864.320556640625
5416077488680776936_st,237822.953125
5422302215102281149_st,21917.33203125
5424616120198183391_st,76062.546875
5427915475567711251_st,78543.6328125
5428634137847133104_st,105695.0
5431702484057065354_st,77393.4375
5432085211933781014_st,26013.78125
5433067548347502395_st,56350.0546875
5443348548422763228_st,15603.8037109375
544892210859222796_st,237822.953125
5453037331480855284_st,79123.5078125
5454786318841581497_st,237344.34375
5455487182294708572_st,97867.390625
5455800035014889271_st,32566.916015625
5457169835962761501_st,61355.6484375
5458455559675797617_st,40615.1328125
5462595367040497316_st,69813.0390625
5467756420287925999_st,74810.4921875
5468500908758226806_st,53192.6328125
5469040401426161385_st,46260.01171875
5471888136624682045_st,24303.447265625
5473079048004769022_st,233961.9375
5473451592028402086_st,54484.5703125
5474300108500734339_st,27321.263671875
547694605111306980_st,47511.48046875
5485412727262472711_st,45170.30859375
5486439062017486410_st,237822.953125
5490145848338769886_st,93756.1640625
5495690372939446277_st,156925.75
5496484552618491483_st,237822.953125
5499462302080058147_st,77934.46875
5502455294019438484_st,237822.953125
5502495794641800927_st,82367.9765625
55033155735608810_st,12224.5458984375
5507689562188316334_st,237822.953125
5512857764950720798_st,237822.953125
5513175965195363877_st,-10015.8916015625
5513561913802514564_st,112806.5390625
551370746135611449_st,44809.109375
5519871756404603884_st,56152.03515625
5527118940583689679_st,52117.921875
55275883936213049_st,71005.21875
5528063099831656755_st,46407.55859375
5529547665606971848_st,82256.6328125
5530850158783480804_st,136831.953125
5531357772716417424_st,39140.18359375
5532145817263838169_st,125864.4296875
5532348741125776199_st,50098.76171875
5533441661725590522_st,134502.125
5536228459918581859_st,67480.078125
5537929559842360040_st,31005.1875
5541344771460010910_st,237822.953125
5544294273068498737_st,99280.0859375
554465358733938843_st,108857.09375
5545110249239130770_st,1955.295654296875
5545472991446972176_st,238861.0625
5545507071142047232_st,14946.5849609375
555035708668228557_st,142162.453125
5556283220254415236_st,37597.453125
5557703446945626641_st,68995.9453125
5559168925593339168_st,13092.15234375
5560817276256086407_st,25172.341796875
556211916334785471_st,240396.6875
5563978705079006167_st,72004.0
5564780643752625227_st,74342.109375
5565130828930061939_st,137352.234375
5568080050018621595_st,36180.5625
5571703109922694267_st,7017.51220703125
5571973738910922103_st,58611.94921875
5574673099749151658_st,59331.88671875
5578915354470675752_st,51616.60546875
5579750754814509353_st,236555.03125
5581412546694309379_st,91440.5703125
5581917099103907415_st,142153.5625
5583402563036209279_st,70337.2890625
5584345083214131763_st,13102.306640625
5584778672187285755_st,24470.8671875
5585380022769246219_st,36577.0703125
5586427352158147728_st,144683.53125
5588718410821777566_st,237822.953125
5595790558922010976_st,137639.921875
5600966141425688037_st,161850.890625
5601145764871510833_st,63725.03515625
5602673397414234873_st,28839.8515625
5608375523881036472_st,79828.5
5610571942814586000_st,126578.25
561828975560062501_st,276389.75
5619761803309461486_st,38305.26953125
562199646845317665_st,72965.6015625
5622203118125542363_st,56430.0703125
562237368327012729_st,110561.484375
5622687157028485920_st,75534.2734375
5622787916465983193_st,93417.8046875
5625915640460036435_st,73231.7265625
562595150018828613_st,73054.0078125
5633021974552847232_st,63391.28515625
5639087782350680691_st,45935.78125
5639405429079631188_st,69012.1875
5641257195398018788_st,74304.7734375
5641899574339796920_st,32516.75
564318878423780979_st,71045.96875
5652190663253323660_st,23205.65625
5652711613899125227_st,38148.5625
5653925415536297119_st,237822.953125
5655511927780243958_st,62358.01953125
566178270779042373_st,70355.4140625
5661963099746312158_st,28668.087890625
5662890801556149735_st,59924.75390625
566556381590871386_st,36034.0234375
5669693147993476919_st,8307.4365234375
5669784436078855102_st,65212.515625
5669939000513518479_st,241211.296875
5670374851650111998_st,237822.953125
5672511718144572927_st,2918.46484375
5676977546661218946_st,10036.328125
5678048858537378226_st,23485.5859375
5682513834506764606_st,218333.0
5683070070294906947_st,238717.390625
568489587841239175_st,48056.92578125
5685371629962992770_st,237822.953125
5687751160975119590_st,87705.484375
5688303212795290665_st,37654.046875
5689179677467821522_st,14023.5185546875
5689962858261490975_st,44523.41796875
5694166771893383785_st,23625.220703125
5694673460595425764_st,97587.3828125
5698984859409472711_st,43838.9375
5702372013217308225_st,81096.1875
5703452362497603757_st,37408.8828125
5704164602652747314_st,232510.640625
5706896900331497402_st,44257.90234375
571264229455029355_st,-15761.2265625
5713697968518171545_st,88522.828125
5715531777378162200_st,60469.54296875
5720680689465406796_st,135034.609375
572290179716688906_st,237822.953125
5723066244311810656_st,82306.7109375
5726902954466684525_st,45182.4921875
5727090901798184034_st,100294.3984375
5729030874205815289_st,62471.37109375
5733011571963767975_st,23703.44140625
5738409948118569178_st,41871.90625
5738465549727530523_st,102927.71875
573906784326146069_st,237822.953125
5741938927997344461_st,238112.34375
5742214364426035968_st,165581.59375
574356212612010393_st,86672.25
5752242230863624423_st,51578.01171875
575290294068143648_st,132831.015625
5754867070988404875_st,20717.048828125
575577914068585875_st,85258.625
5759381085053403417_st,62512.13671875
5759804797401172514_st,32057.884765625
5761237967313921781_st,36088.19921875
5762832266352390955_st,89941.7734375
5763640621519294788_st,24829.271484375
5766233549756272882_st,72886.7734375
5770190550959545662_st,126806.6953125
577226614228240953_st,46092.48046875
5775813747953200634_st,87026.703125
5776508772342690439_st,19924.955078125
5777214007622125155_st,26391.783203125
5779516883518614211_st,8398.787109375
578042255010849062_st,96108.375
5783271225917077765_st,76325.0546875
5786542176953558565_st,103706.7421875
5790699114308412922_st,89744.6015625
5793124858189018492_st,44016.7265625
5794036585054043044_st,44538.6796875
5798916967958217175_st,26956.712890625
579997799565695686_st,237822.953125
5801136787709759068_st,70314.4765625
5801265977941204654_st,68486.3671875
5801752998071760801_st,78392.8125
5802642099079619556_st,84338.0
5804436808201322495_st,149496.875
5808791513130728191_st,33429.4296875
5809984965210010006_st,237822.953125
581069028384086448_st,237822.953125
58139175353219079_st,32539.443359375
5814479774163516380_st,131358.390625
5814579614199200422_st,11646.3505859375
5816659672444668094_st,75905.625
5819003833309528860_st,83035.5234375
5820641836119683213_st,239129.453125
5822177198439476387_st,120785.8046875
5824695870899379026_st,241319.46875
5824726735675313548_st,103476.9375
5825961934730964777_st,239377.515625
5826997293606584479_st,68758.2265625
5828203823083625408_st,102995.9609375
5828508641370402438_st,16013.130859375
5828708478708515999_st,121435.421875
5829041017170475436_st,50783.65234375
5831342552793997368_st,149002.8125
5832425417768458718_st,78725.15625
5833642092918346485_st,23022.89453125
5834514614414769661_st,43532.6796875
5835994920662020329_st,51635.5546875
5839088177232631507_st,238433.140625
5841843766759878966_st,81710.515625
5842319316739915925_st,45890.43359375
5847402412292268338_st,232530.484375
5849005281130742509_st,78372.96875
5850346550308557205_st,237822.953125
5851018504845269705_st,88381.9609375
5852821919541119402_st,123628.09375
5853377038910004821_st,237822.953125
5854205021667475977_st,34173.66796875
5857694390524103630_st,23793.623046875
5863508425792313475_st,5795.81591796875
5863835706358204328_st,20829.044921875
5865253180083326580_st,25420.47265625
5866266902503377577_st,80714.890625
5869506082601688829_st,12705.4677734375
5872037408502259857_st,43867.9765625
5874806151571953710_st,90714.4140625
5878973965895862641_st,50812.96484375
5879197257504708022_st,100294.3984375
5880082229845379073_st,68435.6796875
5884999412560397983_st,70682.1953125
5887477676286291510_st,54383.296875
5887961364078158060_st,50740.2265625
5888536077722771383_st,71853.4296875
5890297344604660151_st,47016.83203125
5891029114669418880_st,237822.953125
5893045818661952891_st,153083.53125
5894618221318709826_st,10497.4189453125
5895003042982351332_st,92187.0625
5902456479275510347_st,237822.953125
5902621231056546602_st,237822.953125
5904318496370945408_st,65688.8671875
5908298282153316828_st,46260.01171875
5908894868841653352_st,239129.453125
5909122002219498125_st,30692.65234375
5913440925574559938_st,86544.4609375
5916938323787125620_st,26038.435546875
5920326097330821449_st,24937.302734375
5920408239038228203_st,15548.111328125
5920710108294832042_st,123013.703125
5922624474401398838_st,237822.953125
5922806860037963557_st,237822.953125
5922863415925545693_st,240750.5625
5940381260710179320_st,61261.87109375
5940415305086699273_st,123148.6328125
5944671482218553513_st,58788.453125
5944900103681900487_st,232035.625
5948784834089487254_st,55103.359375
5949440393554758763_st,76325.0546875
594954920726767965_st,94829.984375
5950379673843800176_st,93471.03125
5950721049807317297_st,138428.078125
5950911118077705797_st,237822.953125
5954409707286816608_st,233116.203125
5958585145335622305_st,20805.87890625
5963105209248523814_st,239129.453125
5963297906253465917_st,239590.1875
5964629533452813679_st,62279.0078125
5966058701159285340_st,238717.390625
5967702744264201306_st,106280.7109375
596960486784752010_st,237822.953125
5971351602508000288_st,237822.953125
5972012293446933919_st,237822.953125
5974373875310573630_st,141414.75
5975076350411708058_st,20828.642578125
5979504553808188033_st,233866.0
5981051362374726527_st,240808.75
5985396981626217057_st,8607.0634765625
5988084373123308063_st,102424.71875
5990167510016750508_st,109859.09375
5991679810206598766_st,237822.953125
5999680100382532615_st,148297.40625
6005235523215265933_st,124025.203125
6006845508335590938_st,97815.3203125
6008452087641824874_st,104112.65625
6009842058126922788_st,76900.3203125
6011551298816096991_st,123009.2421875
6011731618704159481_st,237822.953125
6020010517249192094_st,98093.7890625
6020375210139664615_st,58.37606811523438
6024410927205627921_st,83016.4765625
6024503574756681627_st,102083.765625
6025810585326446150_st,169708.828125
6027695895708992873_st,60176.86328125
6027741286027711192_st,122465.6953125
6031777847400889586_st,56679.65625
6035721014572666491_st,93216.8203125
6038615634094355517_st,17404.2578125
603870004708642499_st,238717.390625
6039351949024489285_st,237822.953125
6039410509547175597_st,95631.34375
6039594975543824058_st,212753.71875
6040639172916310941_st,232048.21875
6041238849467546947_st,237822.953125
6041535291617612934_st,46260.01171875
6046109115909310056_st,237822.953125
6046667106356680708_st,138657.34375
6047024092000474829_st,237756.40625
605324855093232971_st,237488.015625
6060422170912441070_st,79893.6484375
6063457444793791089_st,158502.75
6064372897960920092_st,50367.1796875
6065601900213554390_st,62435.5546875
6070649633021891961_st,56152.03515625
6070830500515938854_st,91840.53125
6072342401862644270_st,33132.7578125
6073041066535442914_st,71168.5
6081910668883363248_st,237822.953125
6082808946443636682_st,9945.59765625
6091188799487169012_st,45961.984375
6097020185685060752_st,78978.5234375
6097608995396025305_st,81596.7578125
6103318227477906734_st,237822.953125
6103782273382969985_st,83418.0078125
6104479281195376576_st,140642.125
6104997199387138620_st,233116.203125
6108029227075471582_st,71168.5
6110795571799178976_st,151177.109375
6111713598403509622_st,10516.9892578125
6112594143049999104_st,119854.1328125
611387068824810753_st,140114.21875
6116032450228116964_st,21906.556640625
6117190593653210571_st,31716.921875
6118148492380656309_st,36092.58984375
6121026341732414388_st,24188.314453125
612404699100527629_st,76093.6875
6125371785075460605_st,101647.265625
61277733739008297_st,23961.208984375
61315936375896369_st,232530.484375
6137524684602390219_st,237822.953125
6137642872833478560_st,35260.26171875
6138259141739135358_st,51667.1328125
6140088796549428163_st,77398.484375
6143067562826068934_st,60464.94921875
6145526768996061828_st,82422.6953125
6147745653734062078_st,67103.828125
614785567747736957_st,91501.28125
6149105763310932735_st,237822.953125
614947618138316947_st,31039.482421875
6150168069108627455_st,237822.953125
6156049743277371190_st,59140.88671875
6156952577278405818_st,8220.4208984375
6157921365488604083_st,53782.15234375
6158486505120386140_st,240396.6875
6159326739232480863_st,64267.375
6164317470808528728_st,41533.17578125
6165448820044149076_st,92173.8515625
6166393000085135728_st,26934.41796875
6166987229028211219_st,21330.58203125
616735718559009562_st,119894.9296875
6168693721154427876_st,38577.484375
6176150509403981401_st,129634.40625
6179248396753687117_st,237822.953125
618029225130486204_st,19186.40625
6181361908020238464_st,137457.859375
618239640396334672_st,7677.25341796875
6184375499846503771_st,145962.203125
6187223864598930754_st,67401.0703125
6189577408714949502_st,63177.2734375
6191649958128200218_st,61754.08203125
6193821681368832747_st,237822.953125
6196394587481850318_st,26940.294921875
6197625833897321671_st,30157.470703125
6200903184013720661_st,65018.61328125
6202412881607793361_st,233866.0
6203082548603263190_st,62422.8515625
6206432678853687291_st,45910.2734375
6207169244404196838_st,202905.390625
6207349979621617162_st,40124.94140625
6209510901007364628_st,-5319.87060546875
6211117093155701061_st,59986.05859375
6213594084293526646_st,163161.671875
6215260980513987543_st,85168.7109375
6222825304328611894_st,25559.716796875
6225511359472630200_st,149089.703125
6225852002853715162_st,35865.1796875
6232583115236750356_st,43849.703125
623315427961146779_st,10376.341796875
623370814749359281_st,137352.234375
6236019639734656285_st,71702.578125
6237941189279288958_st,64842.10546875
6242462722718267328_st,86466.4296875
6245315825346884523_st,114408.640625
6246705281489235850_st,38803.89453125
6248262924984712623_st,52984.078125
6250090865947563672_st,101761.203125
6250285473810666002_st,50077.25
6251702853665380667_st,80754.25
6255915954295826303_st,239590.1875
625748796078289051_st,16259.9384765625
6257512093821841442_st,237822.953125
6259324323300235555_st,16461.23828125
6259341938311951863_st,72717.046875
626071642271871284_st,252169.125
6261254059604339523_st,66795.515625
6265459823413868735_st,75257.8046875
6266171799939600469_st,237822.953125
6267640680442398675_st,95041.3984375
6268364350542160522_st,22924.673828125
6273358297147811641_st,237822.953125
6273529463138407285_st,78372.96875
6274263266227217467_st,237822.953125
6276312332788341108_st,95148.1484375
6277284666009306330_st,42324.0234375
62780748161859566_st,239321.796875
6281828491998456780_st,237822.953125
6281830069697421911_st,47879.16796875
6281909708541688545_st,31681.453125
6285840442025303835_st,70048.9765625
6286861399832471054_st,237822.953125
6289511702345141606_st,156813.0
629185508695569167_st,237822.953125
6292409219946866469_st,100130.484375
6293677054689363222_st,97263.2109375
6294878780115075144_st,238433.140625
6295701206918233144_st,87537.953125
6298239150986528811_st,132850.859375
6301509843936549823_st,61703.4765625
6302351374988930911_st,74948.5625
630765159344591332_st,245142.25
6308369015223800136_st,239129.453125
6308461798442099668_st,237822.953125
6312966907259910538_st,63238.69140625
6313925631705353210_st,87030.3359375
6317974778605690597_st,164276.546875
6318337336207787013_st,97479.4140625
6320800312219970950_st,239286.296875
6321417027002616350_st,20805.87890625
6324764225931283257_st,70895.5546875
6325383011422162966_st,47413.74609375
6328010865323548757_st,77005.9609375
6331053858898800387_st,23464.81640625
6338252454300623132_st,161449.421875
6339356851249000373_st,234792.875
6339598063862350561_st,232510.640625
63397935284323535_st,237822.953125
6339817707119040283_st,144554.171875
6340549115150980096_st,236365.78125
6344758225899140814_st,118785.984375
6345226166927182757_st,48401.96484375
6345621653308822496_st,151244.84375
6346454834433836762_st,61708.12109375
6350754377819826594_st,237822.953125
6351841034605470004_st,32670.732421875
6353653292954006000_st,236347.546875
6356097451275569068_st,44220.14453125
6356697281899678694_st,11147.7724609375
6357959183173471505_st,237822.953125
6359766157169437030_st,142611.890625
6366632539302935269_st,30890.14453125
6366921887637451806_st,20292.515625
6370561709542456496_st,138777.875
6370906953550264379_st,55200.11328125
6373615219243187638_st,237626.765625
6374777400099642839_st,241858.484375
6375473464316670139_st,87202.8984375
6375835936814356857_st,44576.4375
6382116369478699459_st,89507.7421875
6384462192434975980_st,44627.1015625
6384598328552039613_st,61488.1328125
6387745352444270354_st,249022.46875
6391220636384215981_st,237822.953125
6391232082931092381_st,239129.453125
6393132615823744267_st,237822.953125
6402932792647115039_st,99152.953125
6403854451620333109_st,46260.01171875
6403930652100760161_st,237822.953125
6406281560447085381_st,58832.45703125
6409308853172742634_st,87155.28125
6410653842046707838_st,68758.2265625
6413285962119415997_st,75681.625
6415815567983258495_st,19663.5625
6420454302987281787_st,42173.203125
6422346073134965780_st,76105.6171875
6423778393199780108_st,25564.14453125
6425675983164636587_st,26038.435546875
6426514490500430997_st,232343.109375
6427314631019153468_st,60279.53515625
6429093164528079483_st,57626.32421875
6435238466908887669_st,237822.953125
6437652774744630314_st,64512.65234375
6440335333222554823_st,94413.8828125
644069075116505807_st,20466.328125
6445373341107298899_st,28441.720703125
645167751079054183_st,239178.125
6451823116206100954_st,18412.54296875
6452237925435711747_st,162242.21875
6453897412720789766_st,155489.125
6458363936865351926_st,73862.0
6463951495806743193_st,108814.53125
6465130432213369972_st,131278.515625
6467652531686596880_st,69391.671875
6467750498839595051_st,237822.953125
646809262217309582_st,37873.44140625
6469192475946680165_st,35170.765625
6474262616990954928_st,22396.73046875
6475688599386671510_st,158988.28125
6476065625517894670_st,237756.40625
6476661652044203437_st,59161.65234375
6482473152251070641_st,155633.0625
6484545532492959188_st,238433.140625
6485479968380576575_st,57688.22265625
6485656723656017559_st,88064.484375
6487920586292855609_st,67432.28125
648807475532124834_st,73498.8671875
6490678794498888015_st,237822.953125
6492734546432864221_st,39174.79296875
6496297149907478000_st,16802.8203125
6496844354397821395_st,237822.953125
6497979232533276925_st,58482.17578125
6501193172114454871_st,43582.6640625
6501349384265025265_st,238717.390625
6501956405526141719_st,100294.3984375
6507249456450985050_st,232530.484375
6507490215216468444_st,32066.376953125
6508227166942623093_st,12251.2109375
6511587503258408813_st,58876.515625
6513112192518746587_st,55809.17578125
6514579609305443948_st,72943.3515625
6515612131585771773_st,237822.953125
6518364213833259519_st,216298.796875
6519470188421057924_st,83889.015625
6520978052982328486_st,237344.34375
6522523866803000551_st,79284.1640625
6522565268314086706_st,249037.03125
6525308601031992780_st,18412.54296875
6526584862542467110_st,237822.953125
6535262924166957602_st,161538.71875
6538004127146403215_st,3431.20947265625
6541776053686226009_st,237822.953125
6543691919419479950_st,15003.8828125
6544098734887643662_st,43758.8203125
6545592856992717717_st,149656.953125
6546318889476375196_st,35223.01171875
6549278824669926620_st,237822.953125
6550919063609639962_st,237822.953125
6552668095551681318_st,10132.0322265625
6553566901211368342_st,22669.9296875
6553789933616071412_st,148763.359375
6553984031358099898_st,241732.59375
6557835863631758030_st,91440.5703125
6559350555491664935_st,26928.947265625
6562999971878662253_st,154274.015625
6567965830394092680_st,15909.5595703125
6570269971268216479_st,-12889.330078125
6571156712412781716_st,224550.015625
657153494218983603_st,22227.181640625
6572168871477417804_st,84698.3125
6577427345928627249_st,34487.21875
6580594388052514714_st,238323.078125
6580777929063615033_st,64058.71875
6580978188091534628_st,34086.91796875
6581660590486068258_st,25145.03515625
658651539985972753_st,237822.953125
6590959732309752606_st,237822.953125
6593444313768180157_st,85141.0625
6600409846431315655_st,71045.96875
6602121224276307884_st,120205.609375
6604953600029892363_st,44809.109375
6605071255656473509_st,242429.859375
6605428760596777550_st,22213.119140625
6606786900733001432_st,237822.953125
6607507985712471092_st,14078.9833984375
6609587838667161842_st,63676.73828125
6609834051699226374_st,237822.953125
6610225831249601011_st,349.3946838378906
6614045601226075900_st,44552.79296875
6619315618475936027_st,142141.796875
6619529736443137864_st,86077.5390625
6621819955353414530_st,60235.47265625
6622437733035469209_st,77057.90625
6629434557811991487_st,237756.40625
6633387534989923019_st,101583.765625
6636629093237356634_st,109538.7890625
6636843959942592608_st,237822.953125
6644306411348032981_st,73166.1875
6649944233881833144_st,32086.845703125
6651599349251241790_st,90070.0859375
6652198593764128894_st,98160.6875
6652358505889791653_st,41992.17578125
6655216936732140723_st,237822.953125
6657733100391127975_st,59072.50390625
6658897110761786824_st,100294.3984375
6661022228549255658_st,70915.0625
6667502956269694495_st,56839.1640625
6667795294549955813_st,41264.1484375
6669340487787409699_st,20422.470703125
6669978862974470717_st,75744.6328125
6671369671921251887_st,32868.13671875
6673196178798032156_st,30244.61328125
6674798519658687838_st,73794.703125
667533239969506203_st,28149.529296875
6678069277719159893_st,43668.515625
6681081573460653159_st,89464.421875
6683120949559084034_st,42868.453125
6686521844167347741_st,29478.68359375
6688419397390043698_st,26929.2109375
6690153185078946825_st,58962.30859375
669043680083864255_st,78733.6328125
6691225405386879968_st,44163.66015625
6691676721902891567_st,91372.4453125
6697314321126293086_st,91140.7421875
6705782874002263168_st,75222.0546875
6706670663395469946_st,48518.64453125
6708890431570256156_st,38935.60546875
6709252311940447111_st,42118.25390625
